cluster,text
0.8.0.1.0.3.1.6.1.3,problem set 를 제출한 모든 과제가 확인이 안됩니다
0.8.0.1.0.3.1.6.1.3,안되시나요
0.8.0.1.0.3.1.6.1.3,뜨는데 거기에도 입력이 안됩니다
0.8.0.1.0.3.1.6.1.3,한글 파일 자체도 업로드가 안되고 에러가 생겼습니다
0.8.0.1.0.3.1.6.1.3,말도안되는 노가다 작업이긴하네요
0.8.0.1.0.3.1.6.1.3,submit 버튼을 눌러도 안됩니다
0.8.0.1.0.3.1.6.1.3,hwp파일로 제출하시면 미리보기가 안됩니다
0.8.0.1.0.3.1.6.1.3,가능할 것으로 보이는데 혹시 안되시나요
0.8.0.1.0.3.1.6.1.3,네 출력 버튼은 나타나는데요 누르면 안되고 담당자에게 연락하라고 되어 있습니다
0.8.0.1.0.3.1.6.1.3,한가지 여쭈어본다면 진행자 신분으로 등록은 안되는지요 윤정인
0.8.0.1.0.3.1.6.1.3,줌이 안되요
0.8.0.1.0.3.1.6.1.3,햇는데 안되더라구요
0.8.0.1.0.3.1.6.1.3,안되네요
0.8.0.1.0.3.1.6.1.3,pdf로 미리보기밖에 지원이안되서요
0.8.0.1.0.3.1.6.1.3,블보 출석이 안됩니다
0.8.0.1.0.3.1.6.1.3,크롬에서도 블랙보드가 잘안됩니다
0.8.0.1.0.3.1.6.1.3,코스 용량 늘리는 건 안되는걸로 알고있어요
0.8.0.1.0.3.1.6.1.3,안된다니까요
0.8.0.1.0.3.1.6.1.3,마이페이지에서 확인이 안됩니다
0.8.0.1.0.3.1.6.1.3,안됩니다
0.8.0.1.0.3.1.6.1.3,성적확인이 안되네요
0.8.0.1.0.3.1.6.1.3,강이 출석인정이 안되어서 연락드렸습니다
0.8.0.1.0.3.1.6.1.3,전화도 통화가 안되시고
0.8.0.1.0.3.1.6.1.3,단계진행이 안되서요
0.8.0.1.0.3.1.6.1.3,종료했는데 안되네요
0.8.0.1.0.3.1.6.1.3,크롬에서 collaborate 작동 안됨
0.8.0.1.0.3.1.6.1.3,현재 안드로이드에서 다운로드가 안되거나 구글 play자체에서 검색이 안되는 경우가 있다고 하더라구요
0.8.0.1.0.3.1.6.1.3,딱 이것만 클릭이 안되는데 과제 삭제 후에
0.8.0.1.0.3.1.6.1.3,아예 선택이 안되서 못합니다
0.8.0.1.0.3.1.6.1.3,혹시 메시지 전송이 안되고 있나요
0.8.0.1.0.3.1.6.1.3,그럼 원격지원이 안되나요
0.8.0.1.0.3.1.6.1.3,안되세요
0.8.0.1.0.3.1.6.1.3,학기 선택이 안됩니다
0.8.0.1.0.3.1.6.1.3,아이고 역시 안되네요
0.8.0.1.0.3.1.7.0.0,신청 및 취소가 반복되는 코스에 대해서는 간혹 정리가 안되는 경우가 있어 일까지도 정리가 안되어 있으면 연락 바랍니다 감사합니다
0.8.0.1.0.3.1.7.1.0,안녕하세요 김은지 교우님 온라인 강의 지원에 도움을 드리는 돌고래 입니다 신청 및 취소가 반복되는 코스에 대해서는 간혹 정리가 안되는 경우가 있어 일까지도 정리가 안되어 있으면 연락 바랍니다 감사합니다
0.8.0.1.0.3.1.8.0.0,아직까지도 반영 안되어 있어서
0.8.0.1.0.3.1.8.0.1,선생님 표절검사가 당일에 올린 건 바로 반영이 안되서요
0.8.0.1.0.3.1.8.1.0,고려대학교 메일계정으로 office를 쓰고 있었는데 활성화가 안된다고 뜨네요
0.8.0.1.0.3.1.9.0.0,지금 문의 안되나요
0.8.0.1.0.3.1.9.1.0,지금 원격이 안되는데요
0.8.0.1.0.3.2.0.0.0,쿠카이브에 연동이 안됩니다
0.8.0.1.0.3.2.0.0.0,쿠카이브가 연동이 안되여
0.8.0.1.0.3.3.0.0.0,안된다고 하니 제가 함 원격으로 봐볼께요
0.8.0.1.0.3.3.1.0.0,컴퓨터 바꿔도 안되고요
0.8.0.1.0.3.3.1.1.0,바꿔봐도 안됩니다
0.8.0.1.0.3.3.1.1.1,안되는거였나보네요
0.8.0.1.0.3.3.2.0.0,쿠키는 지워봤는데 안되고
0.8.0.1.0.3.3.3.0.0,네 안되면 다시 여쭤보겠습니다 감사합니다
0.8.0.1.0.4.0.0.0.0,되었다 안되었다 그러네요
0.8.0.1.0.4.0.1.0.0,로 입력이 되어서 매핑이 안된것으로 보입니다
0.8.0.1.0.4.1.0.0.0,그대로 제출되었으면 중간저장이 안되는건가요
0.8.0.1.0.5.0.0.0.0,기본교재 pdf파일이 핸드폰에서 다운 안되네요
0.8.0.1.0.5.1.0.0.0,gate way라며 파일 다운로드가 안됩니다
0.8.0.1.1.0.0.0.0.0,조교 선생님 강의자료 업로드는 왜 안되는 걸까요
0.8.0.1.1.0.0.1.0.0,왜 업로드가 안되는지
0.8.0.1.1.0.1.0.0.0,시작 버튼들이 클릭이 안되는데 왜 그럴까요
0.8.0.1.1.0.2.0.0.0,왜 확인이 안되는지 모르겠습니다
0.8.0.1.1.0.2.1.0.0,아까 녹화를 눌렀는데 왜 녹화가 안되었을까요
0.8.0.1.1.0.2.1.1.0,녹화강의를 정속으로 시청했는데 출석이 안되었다고 합니다 왜 그런지 확인 가능하까요
0.8.0.1.1.0.2.2.0.0,그리고 왜 한글은 웹내에서 뷰어기능이 제공이 안되는거죠
0.8.0.1.1.0.2.3.0.0,근데 왜 안되죠
0.8.0.1.1.0.2.3.1.0,왜 안되었던가요
0.8.0.1.1.0.3.0.0.0,왜발송 안되게 하시려는걸까요
0.8.0.1.1.1.0.0.0.0,모바일로 자료 엽로드는 안되나요
0.8.0.1.1.2.0.0.0.0,학생들이 강의자료 다운이 안된다고 합니다
0.8.0.1.1.2.0.1.0.0,강의자료 다운이 안되네요
0.8.0.1.1.2.1.0.0.0,강의자료 올린 날짜 시간은 따로 확인이 안되나요
0.8.0.1.1.2.1.0.0.0,강의자료 올린 날짜 시간은 따로 확인이 안되나요
0.8.0.1.1.2.2.0.0.0,강의자료 다운로드가 안되요
0.8.0.1.1.2.2.1.0.0,자료실 강의자료 다운로드가 안되요
0.8.0.1.1.2.3.0.0.0,파워포인트나pdf형식의강의자료등재가안됩니다
0.8.0.1.1.2.4.0.0.0,강의 자료에 없으면 업로드가 아직 안되었나 봅니다
0.8.0.1.1.2.5.0.0.0,특정 자료가 아니라 모든 자료들 다운로드 후 열리는게 안됩니다
0.8.0.1.1.3.0.0.0.0,네 근데 강의만 출석이 안되는 것 같은데
0.8.0.1.1.3.0.0.1.0,엑셀로 다운 받는것도 한번에는 안되는것 같고 하나씩 해야하길래요
0.8.0.1.1.3.0.1.0.0,블랙보드로 줌 예약을 하면 호스트가 안된다고 하시네요
0.8.0.1.1.3.0.1.0.1,shinhc 일단은 블랙보드만 안된다고 하셔서 보류해놓았습니다
0.8.0.1.1.3.0.1.1.0,혹시나 안되는 경우 발생할 때
0.8.0.1.1.3.0.1.2.0,발송 안되게 하고 싶다고요
0.8.0.1.1.3.0.1.2.1,녹화가 안된 걸까요
0.8.0.1.1.3.0.1.2.1,정 안되면 제가 원격으로 지원 할께요
0.8.0.1.1.3.0.1.2.1,대체호스트라도 확인은 안되지요
0.8.0.1.1.3.0.1.2.1,사파리에서 주소창에 kulmskoreaackr을 입력했는데 거의 진행이 안되는데요
0.8.0.1.1.3.0.1.2.1,그거는 안된다고 하네요
0.8.0.1.1.3.0.1.2.1,쿠키 삭제했는데 또 안되네요
0.8.0.1.1.3.0.1.2.1,혹시 이렇게 하셨는데도 안되나요
0.8.0.1.1.3.0.1.2.1,명이 검색이 안된다고 해서
0.8.0.1.1.3.0.1.2.2,입력은 가능한데 바로 반영이 안되고 조정하는 과정이 필요해요
0.8.0.1.1.3.0.1.2.3,아 글고 새로고침 하시면 안된다고도요
0.8.0.1.1.3.0.1.2.4,전에 학교 와이파이에서만 안된다고 하신거 같은데 맞나요
0.8.0.1.1.3.0.1.2.4,맞아요 아이패드로도 안된다고 하긴했어서
0.8.0.1.1.3.0.1.2.5,httpsmblognavercomtoruin 이런거 막 따라해보라 하면 안되나여
0.8.0.1.1.3.0.1.3.0,과제 부여 후에 하면 안되나요
0.8.0.1.1.3.1.0.0.0,재무경제학 출석자율화 출석체크가 안됩니다
0.8.0.1.1.3.1.1.0.0,출석인정 안된 강의 처리하기
0.8.0.1.1.4.0.0.0.0,강사여서 강의안을 올려야 하는데 지금도 안됩니다
0.8.0.1.1.4.1.0.0.0,일단 이번주말까지 구글 드라이브 업로드 시도해보고 안되면 유튜브로 올리죠
0.8.0.1.1.4.2.0.0.0,녹화강의 업로드가 안되어서
0.8.0.1.1.4.2.1.0.0,작은 화일을 올려도 업로드가 안되네요
0.8.0.1.1.4.3.0.0.0,그럼 삭제하지않고 다시 올리는 것도 안되나요
0.8.0.1.1.5.0.0.0.0,혹시 입력이 안되신다고 하면
0.8.0.1.1.6.0.0.0.0,해당 학생 해당 과제만 다운로드하려고 했는데 안되네요
0.8.0.1.1.6.0.1.0.0,영문으로 변경하는 버튼은 어디 있나요 혹시 영문으로는 제공이 안되나요
0.8.0.1.1.6.0.2.0.0,확인해 보니 다운로드 하는 링크가 권한이 걸려 있어서 안되는 것으로 보입니다
0.8.0.1.1.6.0.2.1.0,다운로드 링크 클릭시 bad gateway 메세지를 출력하면서 다운로드가 안되고 있습니다
0.8.0.1.1.6.0.3.0.0,그런데 아직 시험을 보기 전인데 그러면다운로드가 안되나요
0.8.0.1.1.6.1.0.0.0,좀 유저가 이용하게 편하게 링크를 보여주시면 안되요 너무 불편하네요
0.8.0.1.1.7.0.0.0.0,vtt 파일 삽입이 되는데 안된다고 회신받으셨다 합니다
0.8.1.0.0.0.0.0.0.0,그렇다면 콜라보레이트 사용 시 줌이 안되시는걸까요
0.8.1.0.0.0.0.0.0.1,콜라보레이트 메뉴가 오픈이 안되어 있어서
0.8.1.0.0.0.0.0.1.0,지금콜라보레이트가 안되는거 같은데 저만 그런가요
0.8.1.0.0.0.0.1.0.0,아니요 메뉴는 보이는데 콜라보레이트 링크로 들어가면 룸에 들어갈려고 할 때 연결이 안된다고 떠요
0.8.1.0.0.0.1.0.0.0,해외는 콜라보가 안되나요
0.8.1.0.0.1.0.0.0.0,유튜브나 다른 건 되는데 콜라보에서만 버즈 연결이 안되고 태블릿 자체에서 소리가 납니다
0.8.1.0.0.1.1.0.0.0,콜라보에서 버즈 연결이 안됩니다
0.8.1.0.0.1.1.1.0.0,콜라보가 연결이 안되요
0.8.1.0.0.2.0.0.0.0,전달은 했는데 콜라보레이트는 이미지 업로드가 안되니 동그라미 버튼을 못찾으시는 것 같아요
0.8.1.0.0.3.0.0.0.0,그래서 콜라보에서도 화면이 공유 안되는 것으로 보입니다
0.8.1.0.1.0.0.0.0.0,안녕하세요 콜라보레이트 강의 세션참여가 안되고 자꾸 저 창만 뜨는데 어떻게 해결하나요
0.8.1.0.1.0.1.0.0.0,안녕하세요 콜라보레이트 강의 세션 참여가 안되고
0.8.1.0.1.1.0.0.0.0,인터넷 다른 활동은 다 되시는데 콜라보만 안되시는 거면 아마 이 두가지 중 하나로 해결되실 겁니다
0.8.1.1.0.0.0.0.0.0,노트북이든 폰으로든 로그인이 전혀 안됩니다 이러고 지낸지 한 달이 넘었어요
0.8.1.1.0.1.0.0.0.0,무한로딩이 걸립니다 크롬 웨일 다 그래요 폰은되는데 컴퓨터가 안됩니다
0.8.1.1.1.0.0.0.0.0,안녕하세요 오늘 갑자기 블랙보드 내 강의자료 업로드가 되지 않습니다 내 컴퓨터 탐색에서 파일업로드가 안되네요
0.8.1.2.0.0.0.0.0.0,다른 학생들은 다 추가가 되었는데 김강민 학생만 추가가 안되네요
0.8.1.2.0.1.0.0.0.0,정보서비스 지원팀 전화 연결도 안되고 답답해서 문의드려요
0.8.1.2.1.0.0.0.0.0,만약 콜라보가 다시 실행이 안되신다면 강의가 진행되는 동안은 꺼두셔야 할 것 같습니다
0.8.1.2.2.0.0.0.0.0,현재 포털에서 아이디 변경이 제대로 안되신 것 같습니다
0.8.1.2.2.0.0.0.1.0,안녕하세요 제대로 출결이 되는지 확인이 안되는데
0.8.1.2.2.0.0.1.0.0,혹시 순서대로 업로드했는데도 정렬이 제대로 안된다면 따로 해결방법이없는걸까요
0.8.1.2.2.0.1.0.0.0,현재 의예과 학년 학생들이 zoom주소 확인이 안된다고하여 문의드립니다
0.8.1.2.2.1.0.0.0.0,네네 아직 해결안되셨어요
0.8.1.2.2.1.1.0.0.0,학생 문의메일에는 포털에서는 확인되는데 블랙보드 코스 확인이 안된다고 했고
0.8.1.2.2.1.1.1.0.0,아직 포털에 메일 주소 변경 안되신 걸로 확인됩니다
0.8.1.2.2.2.0.0.0.0,다람쥐 사회적 가치와 지속가능한 경영 이분도 아직 삭제가 안된거 같아요
0.8.1.2.2.3.0.0.0.0,유료권한은 학생은 안되고 교직원만 되는거죠
0.8.1.2.2.3.0.1.0.0,현재 koreaackr 주소 메일은 확인이 안되십니다 혹시 신분이 교직원이실까요
0.8.1.2.2.3.1.0.0.0,아마 현재 학부생 신분이셔서 권한 부여가 안되는 것 같습니다
0.8.1.2.2.4.0.0.0.0,이 강의가 영강이라 블랙보드 페이지가 영어로 나오는데 한글로 변경은 안되는건가요
0.8.1.2.2.5.0.0.0.0,도치 조교님 이 과제만 업로드가 안된다고 하는데 확인 부탁드립니당
0.8.1.2.2.5.1.0.0.0,연구 조교인데 줌링크가 안열려요 포탈 이메일 koreaackr로 변경 했는데도 안됩니다
0.8.1.2.2.6.0.0.0.0,학교 와이파이와 개인핸드폰 핫스팟 둘 다 안됩니다
0.8.1.2.2.7.0.0.0.0,계절 과목 중에 드랍한 과목 아직 블랙보드에서 삭제 안된 거 맞나요
0.8.1.2.3.0.0.0.0.0,블랙보드 collaborate가 연결이 안됩니다
0.8.1.2.3.1.0.0.0.0,알기로는 대학원생 계정은 zoom 분 미팅 시간 제한 없이 회의 여는게 가능하다고 했는데 안되더라구요
0.8.1.2.3.2.0.0.0.0,그럼 해당 학생이 아이디를 만들지 않으면 그 전까지 검색이 안된다는 말씀이시죠 감사합니다
0.8.1.2.3.2.0.1.0.0,그 오디오는 되는데 카메라가 안되서
0.8.1.2.3.2.0.1.1.0,쭘사용시 오디오연결이 안되네여
0.8.1.2.3.2.1.0.0.0,한달 내내 이런식으로 ui가 깨지네요 과제 제출도 안됩니다
0.8.1.2.3.2.2.0.0.0,종료된 미팅만 가능하고 클라우드는 안되는건가요
0.8.1.2.3.2.3.0.0.0,안암동 호랭이 기존 회의에는 권한이 변경되도 적용이 안되는걸까요
0.8.1.2.3.3.0.0.0.0,나중에 왜 문서로는 안되냐고 항의가 들어오면 블랙보드사에서 그렇게 만들었다고 그냥 응대해주세요
0.8.1.2.3.4.0.0.0.0,블랙보드 도입된지가 못해도 년은 되어 가는것 같은데 무슨 연유인지 이해는 잘안되네요
0.8.1.2.3.5.0.0.0.0,줌이 licensed가 안되어있어 회의가 짧게 종료됩니다
0.8.1.2.3.5.1.0.0.0,블랙보드 강의 내 줌 항목에서 줌 회의실을 미리 만들어두려고 하는데 메일 인증을 받았음에도 불구하고 블랙보드 내 줌 개설이 안됩니다
0.8.1.2.4.0.0.0.0.0,지금 다시 되어요 아까 블랙보드가 계속 화면전환이 안되고 있었어요
0.8.1.2.4.0.1.0.0.0,그래서 다른 컨텐츠를 지우고 다시 업로드 했는데 연결이 안되네요
0.8.1.2.4.1.0.0.0.0,아 블랙보드 안의 테스트 옵션 중에서 test availability exception으로 하는건 안되는건가요
0.8.1.2.5.0.0.0.0.0,분째 이러는 것 같습니다 컴퓨터를 껐다 다시해보았는데도 안되는 것 같아요
0.8.1.2.5.0.0.1.0.0,분반에 같은 날 개의 파일을 올렸었는데 이것만 안된다고 합니다
0.8.1.2.5.0.0.2.0.0,확인이 안되는 것 같아서 문의드려요
0.8.1.2.5.0.0.2.0.1,화면공유가 안되시는 것은 호스트가 아니신 것 같습니다
0.8.1.2.5.0.0.2.1.0,뭔가 세팅이 바뀌었는지 그 한번 이후로는 안되는 것 같구요
0.8.1.2.5.0.0.3.0.0,최근 몇주간 좀 안되기 시작한 것 같습니다
0.8.1.2.5.0.1.0.0.0,줌 에약을 하면 에약자인 제가 호스트인데지금은 호스트가 안된다는 말씀입니다
0.8.1.2.5.1.0.0.0.0,단일은 되는데 이건 왜 안되나 싶었네요
0.8.1.2.5.1.1.0.0.0,elearning shinhc 맥북 줌 오류인 것 같은데 왜 안되는지 모르겠습니다
0.8.1.2.6.0.0.0.0.0,기존의 방법으로 회의방을 만들려 하니 오류가 뜨고 진행이 안됩니다
0.8.1.2.7.0.0.0.0.0,안암동 호랭이 흠계속 안된다고 하시네요 저번에 anhlab도 말씀드려서 그것도 해보신거 같은데
0.8.1.2.7.1.0.0.0.0,이 학생이 확인이 안된다고 하네요
0.8.1.2.7.1.1.0.0.0,이 분 계속 해결 안되시면 저한테 알려주세요 원격으로 확인하겠습니다
0.8.1.2.7.2.0.0.0.0,크롬으로 하면 계속안되고 엣지로 하면 가끔됩니다
0.8.1.2.7.3.0.0.0.0,구글 사용을 못해 줌 연결이 안됩니다 어떻게 해야 하나요
0.8.1.2.7.4.0.0.0.0,비밀번호 변경에도 안되면 방문보다는 원격으로 확인해드리겠다고
0.8.1.2.7.5.0.0.0.0,그런데 왜 안되는지 이유를 알아야할 것 같습니다 앞으로 구글 드라이브 사용 못하고 계속 유튜브로 올려야 하는지를 알아야죠
0.8.1.3.0.0.0.0.0.0,두 방법을 다 해봐도 안되는 경우에는 어떡하나요 녹화 강의를 누르면 새 창이 뜨고 그 창이 검은 화면으로만 나옵니다
0.8.1.3.1.0.0.0.0.0,블로그에 들어가면 이화면이 나오는데 여기에서 더 진행이안되네요
0.8.1.3.1.1.0.0.0.0,이 화면에서 블랙보드로 이동이 안되는데 어떻게 하면되죠
0.8.1.3.1.1.0.1.0.0,블랙보드가 화면이동이 안됩니다 오류가 발생된 것인지요 언제 확인이 가능한가요
0.8.1.3.1.1.1.0.0.0,다되는데 블랙보드만 안되네요
0.8.1.4.0.0.0.0.0.0,오늘시험 락다운 시행시 줌음 미리 키고있어야 하나요 락다운후엔 줌 링크접속이 안됩니다
0.8.1.4.1.0.0.0.0.0,넵 몇분 이내는 안되는 거죠
0.8.1.4.1.0.0.1.0.0,출석이 변경 안된 거 같아요
0.8.1.4.1.0.0.1.1.0,링크같은 거로 들어오면 안된대요
0.8.1.4.1.0.0.2.0.0,지금 담당자분이 통화중이셔서 연결이 안되는 거 같은데 전달해드리겠습니다
0.8.1.4.1.0.0.3.0.0,이거 블랙보드에서 재활용하는 용도가 아니고 파일로 받고 싶으시면 안된다고 하시더라구요
0.8.1.4.1.0.0.3.1.0,가서 보니까 이전에 봤던거랑 똑같은 건데 이렇게 해도 안되는데 이거 전화통화는 안되나요
0.8.1.4.1.0.1.0.0.0,아직 업로드 안된 거 아닐까요
0.8.1.4.1.1.0.0.0.0,어 근데 이거 두명으로 해서 안되나봐요
0.8.1.5.0.0.0.0.0.0,제 노트북에서 다른 학생들의 아이디 비번으로 로그인을 하면 잘 되지만 제 아이디로는 연결이 안됩니다
0.8.1.5.0.0.0.1.0.0,지금 원격이 잘 안되서 제가 조치되면
0.8.1.5.0.0.1.0.0.0,넵 다 확인하고 맞춰서 했는데 잘 안되네요
0.8.1.5.0.1.0.0.0.0,현재 학우님 하고 지난주 금요일에 분 연락와서 총 분만 안되시고 다른분 들은 접속이 잘 됩니다
0.8.1.5.1.0.0.0.0.0,지금 무료신청하면 안된다고 나와서 혹시 현재는 사용 불가한건가요
0.9.0.0.0.0.0.0.0.0,제가 다운받으려하면 호스트가 아니라서 안된다는 메세지 페이지가 뜹니다
1.0.0.0.0.0.0.0.0.0,현재 원격지원 가능하실까요
1.0.0.0.0.0.0.0.0.0,현재 원격지원 가능하실까요
1.0.0.1.0.0.0.0.0.0,혹시 시간 가능하시면 원격지원으로 한 번 봐드려도 될까요
1.0.0.2.0.0.0.0.0.0,지금 혹시 원격지원 가능하실까요
1.0.0.2.0.0.0.0.0.0,혹시 지금 원격지원이 가능할까요
1.0.0.3.0.0.0.0.0.0,pc 원격지원 가능하실까요
1.0.0.4.0.0.0.0.0.0,혹시 원격지원 가능하실까요
1.0.1.0.0.0.0.0.0.0,확인 가능할까요
1.0.1.0.0.1.0.0.0.0,블랙보드 어디에서 확인가능할까요
1.0.1.0.1.0.0.0.0.0,이제 코스에서 확인 가능할까요
1.0.1.1.0.0.0.0.0.0,지금 시간 되시면 원격 다시 확인 가능하실까요
1.0.1.1.1.0.0.0.0.0,지금 원격으로 확인 가능할까요
1.0.1.2.0.0.0.0.0.0,그럼 가부 간에 언제쯤 확인이 가능할까요
1.0.1.3.0.0.0.0.0.0,다시 로그인해서 블랙보드 접속 해서 확인 가능하실까요
1.0.1.4.0.0.0.0.0.0,도치 로그인 오류 확인 가능할까요
1.0.1.5.0.0.0.0.0.0,블랙보드 코스 줌 메뉴의 클라우드 기록 탭을 클릭하셨을 때 확인 가능하실까요
1.0.1.6.0.0.0.0.0.0,어디서 확인 가능할까요
1.0.1.6.1.0.0.0.0.0,녹화강의는 어디서 확인 가능할까요
1.0.1.7.0.0.0.0.0.0,여전히 분 제한이 뜨는데 확인 가능할까요
1.0.1.8.0.0.0.0.0.0,감사합니다 남는 공간 확인도 가능할까요
1.0.1.9.0.0.0.0.0.0,언제쯤 확인 가능할까요
1.0.2.0.0.0.0.0.0.0,도치 이런 경우가 가능할까요
1.0.2.0.1.0.0.0.0.0,도치 조교님 한자 시험 해외에서도 가능할까요
1.0.2.1.0.0.0.0.0.0,안녕하세요 방금 질문 드리고 끊긴 사람인데 혹시 다시 연결이 가능할까요
1.0.2.2.0.0.0.0.0.0,어플사용하지 않고 홈페이지 주소로 로그인했습니다 어플 이용하면 가능할까요
